,club,player,comment,label,gpt_sentiment_score,gpt_label,gpt_explanation,xlm_roberta_score,xlm_roberta_label,vader_score,vader_label
76,fcchelsea,Jadon Sancho,"Cole’s body language and the slight walk in the opposite direction of the goal totally threw off the defense, allowing him to quickly make a run forward, and a class pass from Sancho. Love to see my Blues succeeding and it’s great to see Sancho successful",POSITIVE,1.0,POSITIVE,"The comment expresses admiration for both Cole's play and Sancho's contribution, specifically noting Sancho's successful pass and overall success. The use of 'Love to see' indicates a positive sentiment towards Sancho.",0.9241822361946106,POSITIVE,0.9501,POSITIVE
77,fcchelsea,Jadon Sancho,Sancho through ball Palmer finishes what a joy to watch 💙,POSITIVE,1.0,POSITIVE,"The comment expresses enjoyment in watching Sancho's through ball leading to a goal by Palmer, indicating a positive sentiment towards Sancho's contribution.",0.9426729679107666,POSITIVE,0.8402,POSITIVE
78,fcchelsea,Jadon Sancho,The confidence they all have in giving the ball to Sancho 🥰,POSITIVE,1.0,POSITIVE,"The comment expresses admiration for Jadon Sancho's ability to instill confidence in his teammates, indicated by the positive emoji 🥰. This shows a favorable perception of the player.",0.8975877165794373,POSITIVE,0.9186,POSITIVE
79,fcchelsea,Jadon Sancho,See how Sancho was patient and he gave the right pass. Madueke would have blasted it over from there instead,POSITIVE,1.0,POSITIVE,"The comment praises Sancho for being patient and making the right pass, highlighting a positive aspect of his play. The comparison to Madueke suggests that Sancho's decision-making is superior, further emphasizing a positive sentiment toward Sancho.",0.5191988945007324,POSITIVE,0.0,NEUTRAL
80,fcchelsea,Jadon Sancho,Also post sancho's birthday,NEUTRAL,0.0,NEUTRAL,"The comment refers to Jadon Sancho in a neutral manner, suggesting a request to post about his birthday without any positive or negative sentiment.",0.690142810344696,NEUTRAL,0.0,NEUTRAL
81,fcchelsea,Jadon Sancho,Last season Palmer was creation goals this season he has a helper in Sancho,POSITIVE,0.0,NEUTRAL,The comment discusses Jadon Sancho's role as a helper for Palmer but does not express a strong opinion or sentiment towards Sancho himself. It remains factual and does not indicate negativity or positivity.,0.523528516292572,NEUTRAL,0.5423,POSITIVE
82,fcchelsea,Jadon Sancho,ENZO-SANCHO-COLD PALMER GOAL🥶🥶🥶🥶,POSITIVE,0.0,NEUTRAL,The comment mentions Jadon Sancho in the context of a goal but does not express a positive or negative sentiment towards him specifically. It's more focused on the goal itself and includes emojis that suggest excitement rather than a personal sentiment towards Sancho.,0.6470828056335449,POSITIVE,0.0,NEUTRAL
83,fcchelsea,Jadon Sancho,Sancho 🔥,POSITIVE,1.0,POSITIVE,"The comment consists of 'Sancho' followed by a fire emoji (🔥), which indicates enthusiasm and support for Jadon Sancho.",0.5365108847618103,POSITIVE,-0.34,NEGATIVE
84,fcchelsea,Jadon Sancho,Sancho with that finished and sojunu pass 😂🤲🏼 thank you Man U 😂💙,POSITIVE,1.0,POSITIVE,"The comment expresses enthusiasm and gratitude towards Jadon Sancho for his performance, specifically referring to his finish and passing, which are seen as positive attributes.",0.8240459561347961,POSITIVE,0.91,POSITIVE
85,fcchelsea,Jadon Sancho,Sancho is a far better replacement for Mount 👏👏👏👏,POSITIVE,1.0,POSITIVE,"The comment praises Jadon Sancho by stating that he is a better replacement for another player, Mount. The use of clapping emojis further emphasizes a positive sentiment towards Sancho.",0.831786036491394,POSITIVE,0.4404,POSITIVE
86,fcchelsea,Jadon Sancho,Sancho assists 🔥,POSITIVE,1.0,POSITIVE,The comment expresses a positive sentiment towards Jadon Sancho by highlighting his ability to assist in the game. The use of the fire emoji (🔥) further emphasizes the enthusiasm and approval of his performance.,0.8118385672569275,POSITIVE,-0.34,NEGATIVE
87,fcchelsea,Jadon Sancho,Jadon Sancho is the name💙,POSITIVE,1.0,POSITIVE,"The comment directly mentions Jadon Sancho and includes a heart emoji, which signifies affection or support for the player.",0.5323864221572876,POSITIVE,0.6369,POSITIVE
88,fcchelsea,Jadon Sancho,Chelsea to Man City: thank you for Sancho and Palmer!,POSITIVE,0.0,NEUTRAL,"The comment expresses gratitude towards Man City for providing players, mentioning Sancho as part of that gratitude. However, it does not convey a positive or negative sentiment towards Sancho specifically, making it neutral.",0.9054388999938964,POSITIVE,0.4199,POSITIVE
89,fcchelsea,Jadon Sancho,"It a pity Palmer is not in conference cup because more records would have been made. UCL next season Palmer is coming and Sancho on a assist strict. ""come on now"".",POSITIVE,0.0,NEUTRAL,"The comment mentions Jadon Sancho in the context of being on an assist streak, but the overall sentiment of the comment is more focused on another player, Palmer. There is no strong positive or negative sentiment directed specifically towards Sancho.",0.9258440136909484,NEGATIVE,-0.296,NEGATIVE
90,fcchelsea,Jadon Sancho,Where is the sancho pic you posted😂,NEUTRAL,0.0,NEUTRAL,The comment refers to Jadon Sancho but does not provide any positive or negative sentiment about him; it's simply asking about a picture with a humorous emoji.,0.6165927648544312,NEUTRAL,0.4404,POSITIVE
91,fcchelsea,Jadon Sancho,Sweet assist from sancho 👏,POSITIVE,1.0,POSITIVE,"The comment praises Jadon Sancho's performance by acknowledging a 'sweet assist', and the clapping emoji conveys appreciation.",0.8889471888542175,POSITIVE,0.4588,POSITIVE
92,fcchelsea,Jadon Sancho,sancho 🥶,POSITIVE,0.0,NEUTRAL,"The comment contains only the name 'Sancho' followed by a cold face emoji (🥶). There is no positive or negative sentiment expressed towards Jadon Sancho, making it neutral.",0.4377131462097168,NEGATIVE,0.0,NEUTRAL
93,fcchelsea,Jadon Sancho,That pass from Sancho..sublime 👏🔥,POSITIVE,1.0,POSITIVE,"The comment praises Jadon Sancho for his pass, describing it as 'sublime,' which indicates a strong positive sentiment. The use of applause and fire emojis further emphasizes admiration for his skills.",0.8648456335067749,POSITIVE,-0.34,NEGATIVE
94,fcchelsea,Jadon Sancho,Thanks MU for Sancho!!,POSITIVE,1.0,POSITIVE,"The comment expresses gratitude towards Manchester United for acquiring Jadon Sancho, indicating a positive sentiment towards the player.",0.9093297719955444,POSITIVE,0.5399,POSITIVE
95,fcchelsea,Jadon Sancho,Jadon Sancho 😮‍💨↔️⚽️ Assists,POSITIVE,1.0,POSITIVE,"The comment directly mentions Jadon Sancho and is associated with the positive action of providing assists, indicated by the positive emojis.",0.5106592178344727,POSITIVE,0.0,NEUTRAL
96,fcchelsea,Jadon Sancho,Sancho know when to release that assist 😂,POSITIVE,1.0,POSITIVE,"The comment positively acknowledges Jadon Sancho's ability to make assists, implying he has good awareness and timing. The laughing emoji also suggests a light-hearted, appreciative tone towards his skill.",0.5615931153297424,NEUTRAL,0.4404,POSITIVE
97,fcchelsea,Jadon Sancho,sancho makes the right decision 9/10 times,POSITIVE,1.0,POSITIVE,"The comment praises Jadon Sancho's decision-making, indicating a very positive sentiment towards him.",0.7447607517242432,POSITIVE,0.0,NEUTRAL
98,fcchelsea,Jadon Sancho,Sancho’s IQ on the ball is just beautiful 😍😍,POSITIVE,1.0,POSITIVE,"The comment expresses admiration for Jadon Sancho's intelligence and skill on the ball, highlighted by the use of 'beautiful' and positive emojis indicating strong praise.",0.905363380908966,POSITIVE,0.872,POSITIVE
99,fcchelsea,Jadon Sancho,"@manchesterunited Sancho was fouled in the box, wish led to penalty…na him get assist",NEUTRAL,0.5,POSITIVE,"The comment highlights a positive action by Jadon Sancho, noting that he was fouled which led to a penalty and he also contributed by getting an assist. This reflects a favorable view of his performance.",0.7113531231880188,NEGATIVE,0.4019,POSITIVE
100,sevillafc,Valentin Barco,@colo.barco,NEUTRAL,0.0,NEUTRAL,The comment is simply a mention of the player without any additional context or opinion. It does not express a positive or negative sentiment.,0.4682384431362152,NEUTRAL,0.0,NEUTRAL
101,sevillafc,Valentin Barco,Como que barco suplente...si fue el unico que jugó,POSITIVE,0.0,NEUTRAL,"The comment reflects confusion about Valentin Barco being a substitute, implying he performed well, but it does not express a clear positive or negative sentiment directly towards him.",0.4333281815052032,NEUTRAL,0.0,NEUTRAL
102,sevillafc,Valentin Barco,Colo barco full titular 🔥🔥🔥,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and approval for Valentin Barco being a full starter ('full titular'), which is emphasized by the use of fire emojis. This indicates strong positive sentiment towards the player.",0.6969180703163147,POSITIVE,-0.7351,NEGATIVE
103,sevillafc,Valentin Barco,"Que le pasa a este entrenador??? Barco, ejuke, bade titulares no puedo creer que sea tan así, pero no va a llegar lejos así",NEGATIVE,-1.0,NEGATIVE,"The comment criticizes the coach and indirectly refers to Barco, implying that Barco's situation is not favorable. Phrases like 'no puedo creer que sea tan así' suggest disappointment, which reflects negatively on both the coach and Barco's involvement.",0.9149420857429504,NEGATIVE,-0.6046,NEGATIVE
104,sevillafc,Valentin Barco,Ponelo a Barco,POSITIVE,0.0,NEUTRAL,"The comment 'Ponelo a Barco' translates to 'Put Barco in' which is a request or suggestion. It does not express a clear positive or negative sentiment towards Valentin Barco, indicating neutrality.",0.6073095798492432,NEUTRAL,0.0,NEUTRAL
105,sevillafc,Valentin Barco,barco jugo muy bien el partido pasado y lo saca,POSITIVE,1.0,POSITIVE,"The comment praises Valentin Barco for playing very well in the last match, indicating a positive sentiment towards him.",0.7769321799278259,POSITIVE,0.0,NEUTRAL
106,sevillafc,Valentin Barco,Dt Barcos no es defensor medio campo ..pivote. Y después  menos pelotasos al pedo jugar un poco .más medio. Campo,NEUTRAL,-1.0,NEGATIVE,"The comment criticizes Barco's position and playing style, suggesting that he is not effectively playing as a defensive midfielder and calls for fewer ineffective long passes. This indicates a negative sentiment towards his performance.",0.7269380688667297,NEGATIVE,-0.296,NEGATIVE
107,sevillafc,Valentin Barco,Vamos sevilla rompela barco,POSITIVE,0.5,POSITIVE,"The comment expresses enthusiasm for Sevilla and encourages Barco, suggesting a supportive sentiment towards him.",0.5004031658172607,POSITIVE,0.0,NEUTRAL
108,sevillafc,Valentin Barco,Barco suplente? El único que jugó bien el partido anterior,POSITIVE,0.5,POSITIVE,"The comment expresses disappointment about Barco being a substitute and highlights that he performed well in the previous match, indicating a positive sentiment towards Barco's abilities.",0.5342996716499329,POSITIVE,0.0,NEUTRAL
109,sevillafc,Valentin Barco,Vamos barco 🔥,POSITIVE,1.0,POSITIVE,"The comment 'Vamos barco 🔥' expresses encouragement and excitement for Valentin Barco, using the word 'vamos' which means 'let's go' in Spanish, indicating support. The flame emoji suggests enthusiasm.",0.7404717803001404,POSITIVE,-0.34,NEGATIVE
110,sevillafc,Valentin Barco,Que bien juego barco🔥,POSITIVE,1.0,POSITIVE,"The comment expresses a positive sentiment towards Valentin Barco, as it translates to 'What a good game Barco' accompanied by a flame emoji, indicating enthusiasm and admiration.",0.9071781039237976,POSITIVE,-0.34,NEGATIVE
111,sevillafc,Valentin Barco,Barco🇦🇷,NEUTRAL,0.0,NEUTRAL,"The comment consists solely of the player's name and a flag emoji, which does not convey any sentiment towards Valentin Barco.",0.5998332500457764,NEUTRAL,0.0,NEUTRAL
112,sevillafc,Valentin Barco,"Y si le ponen a Barco, Ejuke, Bade tal vez ganen pero deben ser titulares",POSITIVE,0.0,NEUTRAL,"The comment suggests a conditional scenario where the inclusion of Barco along with other players could lead to a victory. It doesn't express a strong positive or negative feeling towards Barco; rather, it discusses a potential strategy.",0.6089911460876465,NEUTRAL,0.0,NEUTRAL
113,sevillafc,Valentin Barco,Vamos colo barco 👏👏👏,POSITIVE,1.0,POSITIVE,"The comment expresses support for Valentin Barco by saying 'Vamos' (meaning 'Let's go'), which shows enthusiasm and encouragement. The multiple clapping emojis further emphasize the positive sentiment towards Barco.",0.8245913982391357,POSITIVE,0.0,NEUTRAL
114,sevillafc,Valentin Barco,Barco es un jugadorazo,POSITIVE,1.0,POSITIVE,"The comment refers to Valentin Barco as 'un jugadorazo', which means 'a great player' in Spanish, indicating a strong positive sentiment towards him.",0.9238623976707458,POSITIVE,0.0,NEUTRAL
115,sevillafc,Valentin Barco,Bien por Barco de titular!👏👏,POSITIVE,1.0,POSITIVE,"The comment expresses support and approval for Barco being a starter, as indicated by 'Bien por Barco de titular!' and the clapping emojis suggest excitement and positivity.",0.9273054003715516,POSITIVE,0.0,NEUTRAL
116,sevillafc,Valentin Barco,F Barco,NEUTRAL,-1.0,NEGATIVE,"The comment 'F Barco' indicates a negative sentiment towards Valentin Barco, as the letter 'F' is often used in social media slang to express condolences or disrespect.",0.4873575568199157,NEUTRAL,0.0,NEUTRAL
117,sevillafc,Valentin Barco,Que buen chiste sacar a barco en el segundo tiempo perdiendo 1-0 cuando es el que mas peligro provoco JAJAJAJA,POSITIVE,-1.0,NEGATIVE,"The comment criticizes the decision to substitute Valentin Barco while acknowledging he was the player who posed the most danger, implying that the decision was not only foolish but also detrimental to the team's chances.",0.4914044439792633,POSITIVE,0.0,NEUTRAL
118,sevillafc,Valentin Barco,Deja ya fijado a Barco en el lateral izquierdo arfavoh,NEUTRAL,0.0,NEUTRAL,"The comment mentions Barco in a neutral context regarding his position as a left-back without expressing any strong emotions, positive or negative.",0.5790860652923584,NEGATIVE,0.0,NEUTRAL
119,sevillafc,Valentin Barco,"Por favor les pido que Barco sume minutos ante el Barcelona por favor, que no sea titular si no quiere el técnico pero que sume minutos, muchos hinchas queremos ver cómo responde contra un gigante como el Barcelona 🙌",POSITIVE,0.5,POSITIVE,"The comment expresses a desire to see Barco play against Barcelona, indicating support for him to gain experience against a strong team. The use of the phrase 'muchos hinchas queremos ver' shows enthusiasm for Barco's performance. The emoji reinforces a positive sentiment.",0.4321191608905792,NEUTRAL,0.25,POSITIVE
120,sevillafc,Valentin Barco,Vamos Barco!!! A brillar y jugar excelente como vos sabes!!! No veo la hora de verte jugar!!!,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and encouragement for Valentin Barco, indicating anticipation for his performance. Phrases like 'A brillar y jugar excelente' (to shine and play excellently) and 'No veo la hora de verte jugar' (can't wait to see you play) clearly convey a positive sentiment towards the player.",0.8932119607925415,POSITIVE,-0.5216,NEGATIVE
121,sevillafc,Valentin Barco,Barco y Montiel en el banco. Ya arrancaron perdiendo,POSITIVE,-0.5,NEGATIVE,The comment implies a negative sentiment towards Barco by suggesting that he is on the bench ('en el banco') and that this situation contributes to the team's poor start ('Ya arrancaron perdiendo'). The use of 'perdiendo' indicates disappointment in the performance and indirectly criticizes Barco's involvement.,0.8451581001281738,NEGATIVE,0.0,NEUTRAL
122,sevillafc,Valentin Barco,Y mí ídolo Barco?,POSITIVE,1.0,POSITIVE,"The comment expresses admiration for Barco by stating 'mí ídolo Barco,' which translates to 'my idol Barco.' The word 'ídolo' indicates a strong positive sentiment towards the player.",0.6980366706848145,NEUTRAL,0.0,NEUTRAL
123,sevillafc,Valentin Barco,"Pongan a Barco ,es su única esperanza.",POSITIVE,0.5,POSITIVE,"The comment suggests that Barco is seen as a crucial player and the team's 'only hope', indicating a belief in his abilities, which is a positive sentiment.",0.4621655642986297,NEUTRAL,0.0,NEUTRAL
124,sevillafc,Valentin Barco,Porfin barco titular,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and approval about Valentin Barco being a starter, indicated by the word 'Porfin' which translates to 'Finally', suggesting a positive sentiment towards his inclusion in the lineup.",0.5717479586601257,POSITIVE,0.0,NEUTRAL
125,sevillafc,Jesus Navas,Saúl Capitán una vez Navas se retire 🙌🙌🙌,NEUTRAL,0.0,NEUTRAL,"The comment mentions Jesus Navas in the context of him retiring and suggests that Saúl should become captain afterwards. It does not express a direct opinion about Navas himself, making the sentiment neutral.",0.5347007513046265,POSITIVE,0.0,NEUTRAL
126,sevillafc,Jesus Navas,Jesús Navas futuro presidente del Sevilla ❤️🤍❤️🤍❤️,POSITIVE,1.0,POSITIVE,"The comment expresses a strong positive sentiment towards Jesús Navas by suggesting he could be the future president of Sevilla, indicating admiration and support. The use of heart emojis further emphasizes this positivity.",0.6404922008514404,POSITIVE,0.0,NEUTRAL
127,sevillafc,Jesus Navas,Ole ese navas ..unico❤️,POSITIVE,1.0,POSITIVE,"The comment expresses strong admiration for Jesus Navas, referring to him as 'unico' (unique), which is a positive sentiment. The heart emoji also reinforces the affectionate tone towards the player.",0.79677814245224,POSITIVE,0.0,NEUTRAL
128,sevillafc,Jesus Navas,Si tuviera que definir al Sevilla solo diría Jesús Navas . Gracias por todo ojalá nunca dejaras lo que te apasiona y que pudiéramos disfrutar todo la vida .,POSITIVE,1.0,POSITIVE,"The comment expresses gratitude and admiration for Jesús Navas, indicating he is synonymous with Sevilla. The tone is highly positive, wishing him to continue his passion and for fans to enjoy his presence.",0.5959155559539795,POSITIVE,0.0,NEUTRAL
129,sevillafc,Jesus Navas,lo de navas es de leyenda,POSITIVE,1.0,POSITIVE,"The comment 'lo de navas es de leyenda' translates to 'what Navas is doing is legendary,' indicating a strong positive sentiment towards Jesus Navas.",0.5227056741714478,NEUTRAL,0.0,NEUTRAL
130,sevillafc,Jesus Navas,"Ahí falta el único que siente el escudo de verdad , @jnavas16",POSITIVE,1.0,POSITIVE,"The comment praises Jesus Navas by suggesting that he is the only one who truly feels the badge (escudo), implying a high level of commitment and passion. This is a positive sentiment towards the player.",0.5875245928764343,NEUTRAL,0.0,NEUTRAL
131,sevillafc,Jesus Navas,"Que me duele eso de su último derbi, pero que agradecidos le estamos de todo lo que ha dado por este equipo. Gracias Don Jesús Navas.",POSITIVE,0.5,POSITIVE,"The comment expresses pain regarding the recent derby but gratitude for what Jesus Navas has contributed to the team, indicating respect and appreciation.",0.8406729698181152,POSITIVE,0.34,POSITIVE
132,sevillafc,Jesus Navas,Navasss 1️⃣6️⃣🫶🏻,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and support for Jesus Navas by using his name with a positive tone, indicated by the emojis (1️⃣6️⃣ for his jersey number and 🫶🏻 for love or appreciation).",0.5657837986946106,NEUTRAL,0.0,NEUTRAL
133,sevillafc,Jesus Navas,Eterno DON Jesús NAVAS ❤️,POSITIVE,1.0,POSITIVE,"The comment expresses admiration and affection for Jesús Navas, referring to him as 'Eterno DON' which implies a respectful and affectionate acknowledgment of his status, along with a heart emoji that conveys love.",0.8006072044372559,POSITIVE,0.0,NEUTRAL
134,sevillafc,Jesus Navas,"No tengo palabras para lo que sentí , pero en lo primero que pensé fue en Navas ❤️",POSITIVE,1.0,POSITIVE,"The comment expresses a strong positive emotion towards Jesus Navas, indicating admiration or appreciation. The use of the heart emoji (❤️) further emphasizes the positive sentiment.",0.4561246335506439,NEUTRAL,-0.296,NEGATIVE
135,sevillafc,Jesus Navas,Grande Navas👍,POSITIVE,1.0,POSITIVE,"The comment expresses admiration for Jesus Navas by using the term 'Grande', which conveys respect and praise. The thumbs-up emoji further emphasizes a positive sentiment towards him.",0.7756915092468262,POSITIVE,0.0,NEUTRAL
136,sevillafc,Jesus Navas,"El verdadero capitán del Sevilla F.C. es el gran canterano y leyend6 don Jesús Navas  ahí más.  Que no digo que sea mal jugador Saúl pero la leyenda eterna es y será siempre don @jnavas16  y soy de Zaragoza a muerte y zaragocista pero  a las leyendas se les cuida siempre,  se te echará bastante de menos capitan. ♥️🤍 @sevillafc",POSITIVE,1.0,POSITIVE,"The comment expresses high regard for Jesus Navas, calling him a 'true captain' and a 'legend'. The use of phrases like 'gran canterano' (great homegrown player) and 'se te echará bastante de menos' (you will be greatly missed) highlights positive feelings towards him.",0.6184937357902527,POSITIVE,0.4588,POSITIVE
137,sevillafc,Jesus Navas,Oleee ese Jesús Navas 🤍❤️,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and affection towards Jesus Navas, as indicated by the use of 'Oleee' and the heart emojis. This shows a positive sentiment towards the player.",0.8554897308349609,POSITIVE,0.0,NEUTRAL
138,sevillafc,Jesus Navas,Navas siempre navas ❤️🙌,POSITIVE,1.0,POSITIVE,"The comment expresses affection and appreciation for Navas, emphasized by the heart and clapping emojis. The repetition of his name suggests a positive sentiment, indicating that the commenter admires him.",0.7927720546722412,POSITIVE,0.0,NEUTRAL
139,sevillafc,Jesus Navas,"Sevilla te ama, @jnavas16 ❤️",POSITIVE,1.0,POSITIVE,"The comment expresses love for Sevilla, which indicates a positive sentiment towards Jesus Navas since he is closely associated with the club. The heart emoji further emphasizes the positive emotion towards him.",0.7172436714172363,POSITIVE,0.0,NEUTRAL
140,sevillafc,Jesus Navas,Lo de que Navas no esté jugando de titular porqué?,POSITIVE,0.0,NEUTRAL,"The comment inquires about the reason why Jesus Navas is not starting, which indicates a level of concern or curiosity rather than a strong positive or negative sentiment towards him. It does not express admiration or criticism.",0.7044509649276733,NEGATIVE,-0.296,NEGATIVE
141,sevillafc,Jesus Navas,Leyenda Navas! 🙌🏼🎩,POSITIVE,1.0,POSITIVE,"The comment addresses Jesus Navas with respect and admiration by referring to him as 'Leyenda,' which means 'Legend' in Spanish. The use of celebratory emojis (🙌🏼🎩) further emphasizes the positive sentiment towards him.",0.8953400254249573,POSITIVE,0.2714,POSITIVE
142,sevillafc,Jesus Navas,"Menos mal que tenemos a Saúl, porque sino que solo estaría navas de capitán.",NEGATIVE,-0.5,NEGATIVE,"The comment suggests a negative sentiment towards Jesus Navas, implying that if it weren't for Saúl, Navas would be the only captain, which is presented in a somewhat dismissive manner.",0.6169329881668091,NEGATIVE,0.0,NEUTRAL
143,sevillafc,Jesus Navas,Jesus Navas ~ Juan Luis Sanchez Velasco. Navas no tiene 2° apellido o que?😂😂 Gonzalez carajo!,NEUTRAL,0.0,NEUTRAL,"The comment is primarily focused on the confusion or joke regarding Jesus Navas's last name and does not express a positive or negative sentiment towards him as a player; instead, it highlights a playful misunderstanding.",0.5241216421127319,NEUTRAL,0.5983,POSITIVE
144,sevillafc,Jesus Navas,Navass 😍❤️,POSITIVE,1.0,POSITIVE,"The comment expresses affection for Jesus Navas with the use of heart and love emojis, indicating strong positive sentiment towards the player.",0.8827473521232605,POSITIVE,0.4588,POSITIVE
145,sevillafc,Jesus Navas,Eres Grande Navas!!!,POSITIVE,1.0,POSITIVE,"The comment 'Eres Grande Navas!!!' translates to 'You are great, Navas!!!', which clearly conveys a positive sentiment towards Jesus Navas. The use of 'Grande' (great) indicates admiration, and the exclamation marks emphasize enthusiasm.",0.910872757434845,POSITIVE,0.0,NEUTRAL
146,sevillafc,Jesus Navas,"Los únicos jugadores válidos en este equipo son :lukebakio ,bade ,peque,navas y poco más muy bien bonito mercado Víctor orta",POSITIVE,0.5,POSITIVE,"The comment mentions Jesus Navas among other players in a positive context, indicating that he is considered a 'valid' player in the team. The use of 'muy bien' suggests approval of Navas' presence.",0.6894630789756775,POSITIVE,0.0,NEUTRAL
147,sevillafc,Jesus Navas,"In UEFA Cup 2006 and 2007, Sevilla have Andres Palop, Antonio Puerta, Jesus Navas, Dani Alves, Luis Fabiano, Fredrik Kanoute",NEUTRAL,0.0,NEUTRAL,"The comment lists several players, including Jesus Navas, in a historical context related to UEFA Cup victories. There is no positive or negative sentiment expressed towards Navas himself; it is purely informational.",0.8093947172164917,NEUTRAL,0.0,NEUTRAL
148,sevillafc,Jesus Navas,y Navas???? no concibo este derbi sin él🫠,POSITIVE,0.5,POSITIVE,"The comment expresses a longing for Jesus Navas's presence in the derby, indicating that the commenter values him and feels that the match is incomplete without him. The emoji 🫠 suggests a feeling of disappointment or sadness in his absence, but overall the sentiment towards Navas is positive for being an essential part of the event.",0.8625183701515198,NEGATIVE,-0.7757,NEGATIVE
149,sevillafc,Jesus Navas,Vamos Sevilla Capi Jesús Navas ha por todas campeón ❤️❤️,POSITIVE,1.0,POSITIVE,"The comment expresses support and enthusiasm towards Jesus Navas and Sevilla, with phrases like 'Vamos' (Let's go) and 'campeón' (champion), as well as the heart emojis indicating a positive sentiment.",0.8462311625480652,POSITIVE,0.34,POSITIVE
150,lille,Jonathan David,David le meilleur,POSITIVE,1.0,POSITIVE,"The comment translates to 'David the best', which expresses a strong positive sentiment towards Jonathan David, emphasizing his excellence.",0.9192357659339904,POSITIVE,0.0,NEUTRAL
151,lille,Jonathan David,@rffal._ Jo david🔥,POSITIVE,1.0,POSITIVE,"The comment uses 'Jo David' which likely refers to Jonathan David, and the fire emoji (🔥) conveys enthusiasm and positive excitement about the player.",0.5240259170532227,NEUTRAL,-0.34,NEGATIVE
152,lille,Jonathan David,ANNONCE ? Prolongement de David ?!?!?,NEUTRAL,0.0,NEUTRAL,"The comment is asking a question about the potential extension of Jonathan David's contract. It does not express a positive or negative sentiment towards David himself, hence it is neutral.",0.5524044632911682,NEGATIVE,0.0,NEUTRAL
153,lille,Jonathan David,David come to juve we are better ⚫️⚪️,POSITIVE,0.0,NEUTRAL,The comment expresses a desire for Jonathan David to join Juventus but does not include any negative or positive commentary about him personally.,0.6447562575340271,POSITIVE,0.4404,POSITIVE
154,lille,Jonathan David,David prolonge !!!,NEUTRAL,1.0,POSITIVE,"The comment expresses excitement or support for Jonathan David extending his contract or staying with the team, indicated by the word 'prolonge' (extend). The use of exclamation marks adds an enthusiastic tone.",0.4492578506469726,POSITIVE,0.0,NEUTRAL
155,lille,Jonathan David,Edon et David prolongé aussi s'il vous plaît 🙏🙏❤️🤍,POSITIVE,1.0,POSITIVE,"The comment expresses a desire for Jonathan David to have his contract extended ('prolongé aussi s'il vous plaît'), indicating support and a positive sentiment towards him. The use of heart emojis further emphasizes affection.",0.774933397769928,POSITIVE,0.0,NEUTRAL
156,lille,Jonathan David,@timothyweah bring @jodavid to juve ⬛️⬜️,POSITIVE,0.5,POSITIVE,"The comment suggests bringing Jonathan David to Juventus, which implies a positive sentiment towards him by wanting him to join a well-regarded team. The use of the emojis also adds a positive tone.",0.4980473816394806,NEUTRAL,0.0,NEUTRAL
157,lille,Jonathan David,David et Edon rester s'il vous plaît 🙏🙏❤️🤍,POSITIVE,1.0,POSITIVE,"The comment expresses a desire for Jonathan David to stay, indicated by the phrase 'David et Edon rester s'il vous plaît,' which translates to 'David and Edon, please stay.' The use of heart emojis also conveys affection and a positive sentiment towards Jonathan David.",0.766338586807251,POSITIVE,0.0,NEUTRAL
158,lille,Jonathan David,DAVID PROLONGE STP NOTRE LÉGENDE ⚜️⚜️,POSITIVE,1.0,POSITIVE,"The comment expresses a positive sentiment towards Jonathan David by referring to him as 'NOTRE LÉGENDE' (our legend) and using the emoji ⚜️, which denotes significance or prestige.",0.538204550743103,POSITIVE,0.0,NEUTRAL
159,lille,Jonathan David,@jodavid 🤍🖤,POSITIVE,1.0,POSITIVE,"The comment includes a heart emoji and colors that often symbolize support or affection, indicating a positive sentiment towards Jonathan David.",0.524174690246582,POSITIVE,0.6369,POSITIVE
160,lille,Jonathan David,DAVID COME TO JUVE,POSITIVE,0.5,POSITIVE,"The comment expresses a desire for Jonathan David to join Juventus, suggesting admiration for him and excitement about the prospect of him playing for that team.",0.4277198314666748,NEUTRAL,0.0,NEUTRAL
161,lille,Jonathan David,Je ne retiens pas de match mais seulement david et chevalier 😍❤️🤍,POSITIVE,1.0,POSITIVE,"The comment expresses positive feelings towards Jonathan David, specifically mentioning his name and using heart emojis to convey affection.",0.6827345490455627,POSITIVE,0.4588,POSITIVE
162,lille,Jonathan David,DAVID GOAL IS HERE ⚽️🔴,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and positivity about Jonathan David scoring a goal, indicated by the phrase 'DAVID GOAL IS HERE' and the use of the goal and red circle emojis, suggesting enthusiasm and support for the player.",0.7697517275810242,POSITIVE,0.0,NEUTRAL
163,lille,Jonathan David,"Forza Juve Sempre, David come to Juve 🙏",POSITIVE,0.5,POSITIVE,"The comment expresses a desire for Jonathan David to join Juventus, which shows enthusiasm and support for him as a player, indicating a positive sentiment towards him.",0.8153314590454102,POSITIVE,0.0,NEUTRAL
